brand,model,fuel,no of owner,yrs,transmission,kms,prices
Audi,A4,Diesel,2nd,2014.0,Automatic,"56,845","15,90,000"
Audi,A6,Diesel,2nd,2014.0,Automatic,"23,000","21,25,000"
Audi,Q3,Diesel,1st,2017.0,Automatic,"23,000","24,50,000"
Audi,S5,Petrol,1st,2020.0,Automatic,"13,500","61,00,000"
Audi,Q3,Diesel,1st,2015.0,Automatic,"90,000","16,25,000"
Audi,A4,Diesel,1st,2014.0,Automatic,"76,000","1,50,00,000"
Audi,Q3,Diesel,3rd,2014.0,Automatic,"93,000","13,24,999"
Audi,A4,Petrol,1st,2012.0,Automatic,"53,502","13,50,000"
Audi,A3 Cabriolet,Petrol,1st,2016.0,Automatic,"41,094","32,00,000"
Audi,Q7,Diesel,1st,2016.0,Automatic,"76,000","43,00,000"
Audi,Q5,Diesel,1st,2014.0,Automatic,"71,500","19,00,000"
Audi,A6,Diesel,2nd,2012.0,Automatic,1,"12,40,000"
Audi,Q7,Diesel,2nd,2014.0,Automatic,"78,000","16,96,000"
Audi,Q3,Petrol,1st,2017.0,Automatic,"41,000","26,50,000"
Audi,Q3,Diesel,1st,2014.0,Automatic,"69,300","15,65,000"
Audi,Q5,Diesel,2nd,2014.0,Automatic,"49,000","19,50,000"
Audi,Q7,Diesel,1st,2015.0,Automatic,"105,000","23,50,000"
Audi,A6,Diesel,2nd,2015.0,Automatic,"69,000","24,50,000"
Audi,A8 L,Diesel,1st,2016.0,Automatic,"69,000","44,10,000"
Audi,A4,Diesel,2nd,2015.0,Automatic,"65,000","16,50,000"
Audi,A4,Diesel,1st,2012.0,Automatic,"55,000","9,95,000"
Audi,Q3,Diesel,1st,2018.0,Automatic,"22,000","32,25,000"
Audi,A4,Diesel,1st,2012.0,Automatic,"101,000","12,50,000"
Audi,A6,Petrol,2nd,2011.0,Automatic,"60,000","10,90,000"
Audi,Q7,Diesel,2nd,2014.0,Automatic,"52,000","20,00,000"
Audi,Q3,Diesel,1st,2015.0,Manual,"85,000","14,45,000"
Ford,Ecosport,Diesel,1st,2019.0,Manual,"22,500","9,51,000"
Ford,Endeavour,Diesel,1st,2016.0,Automatic,"63,710","21,00,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"53,000","8,25,000"
Ford,Figo,Petrol,3rd,2010.0,Manual,"59,000","1,55,000"
Ford,Figo,Petrol,1st,2016.0,Automatic,"32,003","5,00,000"
Ford,Fiesta,Diesel,1st,2015.0,Manual,"80,000","3,90,000"
Ford,Figo,Petrol,1st,2012.0,Manual,"29,000","2,30,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"78,000","5,80,000"
Ford,Ecosport,Petrol,1st,2019.0,Manual,"36,000","8,70,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"52,000","2,75,000"
Ford,Ecosport,Diesel,3rd,2013.0,Manual,"81,000","4,51,000"
Ford,Fusion,Petrol,3rd,2006.0,Manual,"76,848","1,25,000"
Ford,Endeavour,Diesel,2nd,2011.0,Manual,"82,000","4,85,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"64,000","5,25,000"
Ford,Ecosport,Petrol,1st,2015.0,Manual,"35,000","6,60,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"81,112","8,65,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"79,000","8,65,000"
Ford,Figo,Petrol,1st,2014.0,Manual,"60,000","3,65,000"
Ford,Ecosport,Diesel,2nd,2014.0,Manual,"75,000","5,99,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"85,000","3,24,999"
Ford,Endeavour,Diesel,1st,2016.0,Automatic,"63,710","21,00,000"
Ford,Ecosport,Petrol,2nd,2013.0,Manual,"67,000","5,51,000"
,,,,,,"65,000","4,30,500"
Ford,Ecosport,Petrol,1st,2014.0,Automatic,"86,000","6,75,000"
Ford,Aspire,Diesel,1st,2015.0,Manual,"84,000","5,25,000"
Ford,Fiesta,Diesel,1st,2011.0,Manual,"115,000","2,75,000"
Ford,Fiesta,Diesel,4th,2011.0,Manual,"88,000","1,50,000"
Ford,Ecosport,Diesel,,2014.0,,"53,000","5,25,000"
Ford,Ecosport,Petrol,1st,2016.0,Automatic,"49,000","6,85,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"87,000","7,75,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"48,000","9,25,000"
Ford,Figo,Petrol,1st,2012.0,Manual,"56,000","2,39,999"
Ford,Figo,Diesel,2nd,2011.0,Manual,"110,000","2,40,000"
Ford,Fiesta Classic,Petrol,1st,2014.0,Manual,"51,000","3,61,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"66,100","6,75,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"59,000","3,20,000"
Ford,Fusion,Diesel,2nd,2007.0,Manual,"145,000","2,50,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"58,000","2,15,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"68,600","7,80,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"49,000","3,15,000"
Ford,Ecosport,Diesel,2nd,2015.0,Manual,"56,000","5,50,000"
Ford,Ikon,Diesel,2nd,2009.0,Manual,"70,160","1,50,000"
Ford,Figo,Petrol,,2016.0,Automatic,"59,870","5,75,000"
Ford,Figo,Diesel,1st,2014.0,Manual,"116,000","1,70,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"55,000","6,00,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"85,000","1,95,000"
Ford,Figo,Diesel,1st,2015.0,Manual,"67,000","79,000"
Ford,Ikon,Petrol,1st,2003.0,Manual,"72,000","1,24,999"
Ford,Ecosport,Diesel,2nd,2013.0,Manual,"80,000","4,50,000"
Ford,Ecosport,Petrol,1st,2015.0,Automatic,"62,000","6,60,000"
Ford,Figo,Diesel,2nd,2013.0,Manual,"85,000","2,40,000"
Ford,Fiesta,Diesel,1st,2013.0,Manual,"75,000","3,50,000"
Ford,Endeavour,Diesel,1st,2017.0,Automatic,"47,000","23,50,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"71,000","7,25,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"83,000","2,65,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"55,000","6,00,000"
Ford,Figo,Diesel,1st,2010.0,Manual,"41,000","2,25,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"65,000","4,90,000"
Ford,Endeavour,Diesel,1st,2017.0,Automatic,"78,000","25,50,000"
Ford,Endeavour,Diesel,1st,2011.0,Automatic,"75,010","6,25,000"
Ford,Fiesta,Diesel,1st,2013.0,Manual,"83,000","3,50,000"
Ford,Figo,Diesel,1st,2014.0,Manual,"650,000","3,00,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"85,000","3,00,000"
Ford,Fiesta,Diesel,1st,2006.0,Manual,"77,000","1,80,000"
Ford,Figo,Diesel,,2017.0,,100,"3,99,999"
Ford,Ecosport,Petrol,2nd,2016.0,Manual,"57,000","6,95,000"
Ford,Endeavour,Diesel,1st,2012.0,Manual,"65,000","4,75,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"100,800","7,55,000"
Ford,Fiesta,Diesel,3rd,2007.0,Manual,"157,000","1,95,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"60,000","2,15,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"86,000","2,15,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"90,000","3,50,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"65,000","6,15,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"90,000","2,66,000"
Ford,Figo,Diesel,1st,2010.0,Manual,"98,000","2,15,000"
Ford,Fiesta,Diesel,2nd,2010.0,Manual,"94,900","3,00,000"
Ford,Figo,Petrol,1st,2019.0,Manual,"12,000","5,90,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"88,000","2,95,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"80,000","2,50,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"30,959","8,25,000"
Ford,Aspire,Diesel,,2017.0,Manual,"80,737","4,65,000"
Ford,Figo,Diesel,1st,2013.0,Manual,"100,000","2,90,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"108,000","6,00,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"61,000","6,71,000"
Ford,Figo,Diesel,2nd,2012.0,Manual,"147,000","1,40,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"52,000","6,50,000"
Ford,Fiesta,Diesel,2nd,2009.0,Manual,"135,000","1,65,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"137,745","2,95,000"
Ford,Ecosport,Diesel,2nd,2013.0,Manual,"72,000","4,75,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"94,548","3,75,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"74,500","5,75,000"
Ford,Figo,Diesel,2nd,2010.0,Manual,"78,000","2,25,000"
Ford,Ecosport,Diesel,1st,2019.0,Manual,"14,154","10,99,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"70,000","1,95,000"
Ford,Fiesta,Diesel,2nd,2007.0,Manual,"96,000","2,00,000"
Ford,Ikon,Diesel,2nd,2009.0,Manual,"80,000","1,10,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"92,000","6,30,000"
Ford,Ikon,Diesel,3rd,2010.0,Manual,"60,000","1,50,000"
Ford,Ecosport,Petrol,2nd,2016.0,Automatic,"70,000","6,50,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"71,000","1,90,000"
Ford,Figo Aspire,Diesel,1st,2016.0,Manual,"72,450","4,30,000"
Ford,Endeavour,Diesel,1st,2012.0,Manual,"65,000","5,30,000"
Ford,Figo,Diesel,2nd,2012.0,Manual,"87,000","2,65,000"
Ford,Figo,Diesel,2nd,2013.0,Manual,"10,000","2,76,000"
Ford,Fusion,LPG,4th,2013.0,Manual,"656,655","15,000"
Ford,Endeavour,Diesel,1st,2016.0,Automatic,"83,000","26,00,000"
Ford,Figo Aspire,Petrol,1st,2015.0,Manual,"42,000","3,85,000"
Ford,Ecosport,Diesel,2nd,2019.0,Manual,"24,500","10,10,000"
Ford,Figo,Diesel,1st,2015.0,Manual,"46,000","4,50,000"
Ford,Figo,Diesel,1st,2013.0,Manual,"95,000","2,21,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"162,975","1,75,000"
,,,,,,"65,000","2,75,000"
Ford,Fiesta,Petrol,2nd,2010.0,Manual,"60,000","1,95,000"
Ford,Fiesta,Petrol,1st,2009.0,Manual,"58,998","1,60,000"
Ford,Figo,Diesel,1st,2010.0,Manual,"41,000","2,25,000"
,,,,,,"65,000","7,95,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"43,000","6,99,999"
Ford,Ecosport,Petrol,2nd,2016.0,Automatic,"92,000","5,90,000"
Ford,Ecosport,Petrol,1st,2018.0,Manual,"24,000","9,30,000"
Ford,Ecosport,Diesel,1st,2013.0,Manual,"82,000","4,85,000"
Ford,Escort,Diesel,1st,2016.0,Manual,"87,171","6,50,000"
,,,,,,"65,000","3,30,000"
,,,,,,"65,000","6,50,000"
Ford,Fusion,Diesel,2nd,2008.0,Manual,"126,280","1,45,000"
Ford,Ecosport,Diesel,3rd,2014.0,Manual,"51,000","5,10,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"57,000","5,99,999"
Ford,Figo,Petrol,1st,2011.0,Manual,"48,000","3,25,000"
Ford,Figo,Diesel,3rd,2012.0,Manual,"75,000","1,95,000"
Ford,Ecosport,Petrol,1st,2019.0,Manual,"14,000","9,65,000"
Ford,Ecosport,Diesel,2nd,2017.0,Manual,"90,000","7,70,000"
Ford,Ecosport,Petrol,1st,2014.0,Manual,"38,000","5,75,000"
Ford,Fiesta,Diesel,2nd,2011.0,Manual,"82,000","1,99,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"50,000","7,50,000"
Ford,Fiesta,Diesel,2nd,2011.0,Manual,"86,000","2,55,000"
Ford,Ecosport,Petrol,1st,2015.0,Manual,"49,300","6,50,000"
Ford,Figo Aspire,Petrol,1st,2016.0,Manual,"22,384","5,50,000"
Ford,Figo,Diesel,2nd,2013.0,Manual,0,"2,40,000"
Ford,Endeavour,Diesel,1st,2021.0,Automatic,100,"10,00,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"72,570","2,40,000"
Ford,Endeavour,Diesel,2nd,2012.0,Manual,"110,000","8,00,000"
Ford,Endeavour,Diesel,1st,2016.0,Automatic,"28,000","26,00,000"
Ford,Ecosport,Diesel,,2013.0,Manual,"67,234","4,00,000"
,,,,,,"65,000","4,90,000"
Ford,Figo,Diesel,2nd,2015.0,Manual,"84,500","4,40,000"
Ford,Figo,Diesel,1st,2014.0,Manual,"115,000","2,15,000"
Ford,Ecosport,Petrol,1st,2019.0,Automatic,"24,000","10,50,000"
Ford,Aspire,Petrol,1st,2016.0,Manual,"46,000","3,95,000"
Ford,Figo,Petrol,3rd,2011.0,Manual,"610,000","1,10,000"
Ford,Endeavour,Diesel,2nd,2018.0,Automatic,"73,000","30,50,000"
Ford,Figo,Diesel,3rd,2012.0,Manual,"80,000","2,10,000"
Ford,Escort,Diesel,3rd,2014.0,Manual,"100,000","4,40,000"
Ford,Ecosport,Diesel,1st,2013.0,Manual,"65,000","5,25,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"56,000","2,75,000"
Ford,Others,Petrol,2nd,2003.0,Manual,"54,364","15,000"
Ford,Fiesta,Diesel,1st,2008.0,Manual,"89,156","1,65,000"
Ford,Figo,Diesel,,2012.0,,"49,000","1,85,000"
Ford,Ecosport,Petrol,1st,2016.0,Automatic,"67,451","7,25,000"
Ford,Figo,Petrol,1st,2016.0,Automatic,"19,677","6,95,000"
Ford,Fiesta,Diesel,1st,2006.0,Manual,"81,000","1,68,000"
Ford,Endeavour,Diesel,1st,2012.0,Manual,"92,000","6,50,000"
Ford,Fiesta Classic,Diesel,3rd,2011.0,Manual,"75,000","2,75,000"
Ford,Endeavour,Diesel,1st,2019.0,Automatic,"112,000","28,50,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"65,000","2,11,000"
Ford,Ecosport,Petrol,1st,2014.0,Automatic,"48,000","5,45,000"
Ford,Endeavour,Diesel,1st,2012.0,Automatic,"72,000","6,00,000"
Ford,Ecosport,CNG & Hybrids,1st,2015.0,Manual,"61,000","6,35,000"
Ford,Fiesta,Diesel,2nd,2007.0,Manual,"83,000","1,65,000"
Ford,Endeavour,Diesel,3rd,2007.0,Manual,"71,000","3,90,000"
Ford,Endeavour,Diesel,2nd,2016.0,Manual,"54,183","19,00,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"63,000","4,85,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"66,000","2,50,000"
Ford,Aspire,Diesel,1st,2019.0,Manual,99,"15,000"
Ford,Figo,Diesel,2nd,2012.0,Manual,"90,000","2,15,000"
Ford,Fiesta,Petrol,2nd,2010.0,Manual,"62,000","1,95,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"56,000","2,40,000"
Ford,Figo,Diesel,1st,2014.0,Manual,"51,000","2,70,000"
Ford,Ikon,Diesel,2nd,2005.0,Manual,"50,000","95,000"
Ford,Freestyle,Diesel,1st,2018.0,Manual,"30,000","6,90,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"62,000","5,25,000"
Ford,Fiesta,Diesel,2nd,2011.0,Manual,"68,000","2,10,000"
Ford,Endeavour,Diesel,1st,2017.0,Automatic,"48,300","28,25,000"
Ford,Endeavour,Diesel,2nd,2011.0,Automatic,"87,000","4,51,000"
Ford,Endeavour,Diesel,1st,2017.0,Automatic,"54,000","29,00,000"
Ford,Figo,Diesel,1st,2011.0,Automatic,"84,811","2,00,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"75,000","1,90,000"
Ford,Ikon,,,2021.0,,55,"20,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"60,000","1,70,000"
Ford,Fiesta,Diesel,2nd,2010.0,Automatic,"59,000","1,60,000"
Ford,Ikon,Petrol,2nd,2006.0,Manual,"100,000","70,000"
Ford,Fiesta,Diesel,1st,2007.0,Manual,"125,000","1,40,000"
Ford,Figo,Diesel,4th,2013.0,Manual,"100,000","1,45,499"
Ford,Ikon,Diesel,1st,2012.0,Manual,"119,732","2,50,000"
Ford,Fiesta,Diesel,3rd,2010.0,Manual,"85,000","2,45,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"60,000","5,25,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"140,000","1,80,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"59,000","5,65,000"
,,,,,,"65,000","6,75,000"
Ford,Ecosport,CNG & Hybrids,1st,2015.0,Manual,"45,000","6,35,000"
Ford,Figo Aspire,Petrol,1st,2018.0,Manual,"31,000","5,60,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"60,000","8,50,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"47,000","8,75,000"
Ford,Ecosport,Diesel,1st,2013.0,Manual,"112,000","6,11,000"
Ford,Fiesta Classic,Diesel,1st,2012.0,Manual,"70,350","1,85,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"67,100","2,25,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"80,000","2,65,000"
Ford,Ecosport,Diesel,,2017.0,,"58,000","4,75,000"
Ford,Ikon,Diesel,3rd,2004.0,Manual,"69,000","75,000"
Ford,Ecosport,Diesel,1st,2019.0,Manual,"22,000","10,00,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"81,000","2,45,000"
Ford,Fiesta,Diesel,3rd,2002.0,Manual,"228,000","1,10,000"
Ford,Ecosport,Diesel,1st,2019.0,Manual,"42,000","9,20,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"90,000","6,30,000"
Ford,Endeavour,Diesel,1st,2007.0,Manual,"90,000","3,95,000"
Ford,Ecosport,,,2016.0,,"67,000","6,50,000"
Ford,Figo,Diesel,3rd,2012.0,Manual,"127,000","1,59,000"
Ford,Figo,Petrol,1st,2014.0,Manual,"14,500","4,28,000"
Ford,Fiesta,Petrol,2nd,2007.0,Manual,"100,000","1,30,000"
,,,,,,"65,000","1,90,000"
Ford,Ecosport,Diesel,1st,2013.0,Manual,"50,000","5,25,000"
Ford,Figo,Diesel,2nd,2012.0,Manual,"102,000","2,50,000"
Ford,Ecosport,Diesel,3rd,2015.0,Manual,"87,464","4,50,000"
Ford,Fiesta,Diesel,1st,2013.0,Manual,"83,000","3,50,000"
Ford,Endeavour,Diesel,1st,2017.0,Automatic,"90,000","24,00,000"
Ford,Figo,Petrol,3rd,2014.0,Manual,"75,000","2,40,000"
Ford,Ikon,Petrol,2nd,2003.0,Manual,"89,000","75,000"
Ford,Figo,Diesel,2nd,2010.0,Automatic,"112,630","1,65,000"
Ford,Ecosport,Diesel,1st,2019.0,Manual,"58,000","9,11,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"58,000","8,90,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"50,153","7,00,000"
Ford,Figo,Diesel,1st,2011.0,Manual,"81,000","2,21,000"
Ford,Figo,Petrol,1st,2012.0,,"38,000","2,81,000"
Ford,Figo,Diesel,1st,2010.0,Manual,"71,000","2,15,000"
Ford,Figo,Diesel,2nd,2013.0,Manual,"73,000","2,55,000"
Ford,Fiesta,,2nd,2010.0,Manual,"65,000","1,85,000"
Ford,Figo,Diesel,2nd,2014.0,Manual,"72,000","2,25,000"
Ford,Aspire,Petrol,1st,2018.0,Manual,"39,000","4,85,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"68,525","2,60,000"
Ford,Ikon,Petrol,2nd,2007.0,Manual,"62,000","1,00,000"
Ford,Fiesta,Petrol,4th,2009.0,Automatic,"68,000","1,90,000"
Ford,Ecosport,Petrol,2nd,2016.0,Manual,"80,000","6,30,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"80,343","5,01,500"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"66,300","8,50,000"
Ford,Ikon,Petrol,2nd,2002.0,Manual,"84,000","65,000"
Ford,Ikon,Petrol,4th,2005.0,Manual,"60,000","1,00,000"
Ford,Figo,Petrol,1st,2011.0,Manual,"65,000","2,25,000"
Ford,Figo,Diesel,3rd,2010.0,Manual,"137,858","1,50,000"
Ford,Ikon,Petrol,4th,2003.0,Manual,"120,000","85,000"
Ford,Ikon,Petrol,2nd,2007.0,Manual,"76,000","87,000"
Ford,Fiesta,Petrol,1st,2008.0,Manual,"87,000","1,45,000"
Ford,Figo,Diesel,3rd,2010.0,,"88,000","1,85,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"123,000","3,20,000"
Ford,Fiesta,Diesel,2nd,2010.0,Manual,"95,000","1,57,500"
Ford,Fiesta,Diesel,3rd,2007.0,Automatic,"100,000","1,60,000"
Ford,Figo,Diesel,1st,2018.0,,"45,000","4,90,000"
Ford,Figo,Petrol,,2016.0,Manual,"77,564","4,65,000"
Ford,Figo,Petrol,,2016.0,Manual,"77,564","4,65,000"
Ford,Fusion,Diesel,2nd,2007.0,Manual,"135,700","1,80,000"
Ford,Figo,Diesel,1st,2014.0,Manual,"70,000","1,75,000"
Ford,Freestyle,,,2021.0,,1,"1,65,000"
Ford,Fiesta,Diesel,3rd,2006.0,Manual,"137,000","1,35,000"
Ford,Ecosport,Petrol,1st,2016.0,Automatic,"40,300","7,25,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"123,000","3,20,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"113,735","6,50,000"
Ford,Figo,Diesel,2nd,2012.0,Automatic,"40,235","1,50,000"
Ford,Ecosport,Diesel,1st,2015.0,,"81,000","5,25,000"
Ford,Endeavour,Diesel,1st,2008.0,Manual,12,"3,50,000"
Ford,Fiesta,Diesel,2nd,2007.0,Manual,"100,981","80,000"
Ford,Ikon,Diesel,2nd,2004.0,Manual,"640,000","50,000"
Ford,Ecosport,Petrol,1st,2019.0,Manual,"52,000","7,00,000"
Ford,Fiesta,Diesel,3rd,2008.0,Manual,20,"1,60,000"
Ford,Figo,Diesel,2nd,2012.0,Automatic,"100,000","2,50,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"71,000","1,90,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"95,447","1,90,000"
Ford,Ecosport,Diesel,1st,2019.0,Manual,"26,000","10,51,000"
Ford,Figo,Petrol,2nd,2015.0,Manual,"33,679","4,10,000"
Ford,Fiesta,Diesel,2nd,2006.0,Manual,"110,000","1,65,000"
Ford,Fiesta,Diesel,1st,2010.0,Manual,"100,500","2,70,000"
Ford,Figo,Diesel,4th,2014.0,Manual,"46,000","2,40,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"52,000","4,49,000"
Ford,Figo,Diesel,2nd,2013.0,Manual,"85,486","2,25,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"72,500","4,95,000"
Ford,Ecosport,Diesel,,2014.0,Manual,"56,886","5,10,000"
Ford,Figo Aspire,Diesel,1st,2018.0,Manual,"34,000","5,25,000"
Ford,Figo,Diesel,2nd,2013.0,Automatic,25,"2,70,000"
Ford,Ikon,Diesel,1st,2009.0,Manual,"150,000","70,000"
Ford,Ikon,Diesel,2nd,2010.0,Manual,"78,000","1,35,000"
Ford,Figo,Diesel,3rd,2010.0,Manual,"90,000","2,40,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"38,875","2,75,000"
Ford,Ecosport,Diesel,1st,2013.0,Manual,"91,000","4,90,000"
Ford,Ecosport,,,2016.0,,"67,000","6,50,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"85,000","2,55,000"
Ford,Fiesta,Diesel,1st,2008.0,Manual,"84,000","2,15,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"63,000","6,00,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"185,000","2,40,000"
Ford,Aspire,Petrol,1st,2019.0,Manual,"39,600","4,85,000"
Ford,Fiesta,Petrol,2nd,2010.0,Manual,"64,000","1,85,000"
Ford,Fiesta,Diesel,3rd,2007.0,Manual,"106,000","97,000"
Ford,Fiesta,Diesel,2nd,2005.0,Manual,"100,000","1,50,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"68,000","6,10,000"
Ford,Fiesta,Diesel,2nd,2009.0,Manual,"93,000","2,00,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"47,452","4,99,991"
Ford,Ecosport,Diesel,1st,2021.0,Manual,"12,000","11,95,000"
Ford,Endeavour,Diesel,1st,2016.0,Automatic,"69,000","25,00,000"
Ford,Figo,Diesel,3rd,2011.0,Manual,"93,000","2,00,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"90,000","2,60,000"
Ford,Fiesta,Diesel,4th,2006.0,Manual,"205,360","1,20,000"
Ford,Fiesta Classic,Diesel,2nd,2011.0,Manual,"65,000","2,25,000"
Ford,Aspire,Diesel,2nd,2017.0,Manual,"95,000","5,00,000"
Ford,Endeavour,Diesel,2nd,2015.0,Manual,"102,000","9,70,000"
Ford,Figo,Diesel,1st,2013.0,Manual,"55,656","2,10,000"
Ford,Ecosport,Diesel,1st,2015.0,Manual,"71,000","5,25,000"
Ford,Fiesta,Petrol,1st,2009.0,Manual,"55,656","1,55,000"
Ford,Endeavour,Diesel,2nd,2016.0,Automatic,"83,000","26,00,000"
Ford,Ikon,Petrol,2nd,2002.0,Manual,"78,000","1,01,200"
Ford,Ikon,Petrol,4th,2005.0,Manual,"60,000","78,000"
Ford,Fiesta,Diesel,3rd,2007.0,Manual,"98,000","1,25,000"
Ford,Ikon,Petrol,4+,2005.0,Manual,"11,111","65,000"
Ford,Ikon,Petrol,,2009.0,,"123,456","20,000"
Ford,Ikon,CNG & Hybrids,3rd,2006.0,Manual,"85,000","1,10,000"
Ford,Ikon,Diesel,1st,2009.0,Manual,"47,500","2,25,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"145,000","5,25,000"
Ford,Ecosport,Petrol,,2017.0,Manual,"22,834","8,10,000"
Ford,Freestyle,Diesel,1st,2018.0,Manual,"8,000","7,50,000"
Ford,Figo,Petrol,1st,2016.0,Manual,"8,100","4,75,000"
Ford,Figo,Diesel,2nd,2013.0,Manual,"160,000","2,60,000"
Ford,Aspire,Diesel,2nd,2017.0,Manual,"65,000","4,68,000"
Ford,Figo,Diesel,3rd,2013.0,Manual,"57,000","1,91,000"
Ford,Fiesta,Diesel,2nd,2010.0,Manual,"144,000","1,50,000"
Ford,Ecosport,Diesel,1st,2013.0,Manual,"113,000","4,85,000"
Ford,Fiesta,Petrol,2nd,2008.0,Manual,"60,000","2,15,000"
Ford,Ecosport,Petrol,1st,2017.0,Automatic,"44,672","7,95,000"
Ford,Figo Aspire,Diesel,1st,2017.0,Manual,"86,500","3,25,000"
Ford,Figo,Diesel,1st,2013.0,Manual,"73,000","3,34,000"
Ford,Figo,Diesel,1st,2015.0,Manual,"70,000","2,85,000"
Ford,Figo,Petrol,1st,2011.0,Manual,"46,000","3,00,000"
Ford,Ecosport,Diesel,1st,2018.0,Manual,"51,000","8,35,000"
Ford,Ikon,LPG,1st,2019.0,Manual,"565,656","15,000"
Ford,Figo,Diesel,2nd,2014.0,Manual,"90,370","2,90,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"60,000","6,90,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"68,000","5,50,000"
Ford,Figo,Diesel,1st,2014.0,Manual,"73,000","3,45,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"51,000","6,80,000"
